id,pool_size,source,stock,basis,psych_type,outcome,text
DM-001094,268,토론방 댓글,삼성전자,,,,"★ 삼성전자: 연말 목표가 100만원, 내년 200만원: 지금은 저가 매수 절호의 기회! ★ 트럼프: 한국 반도체 최혜국 보장 희소식! ★ 반도체: 향후 4년간 수요 급증으로, 반도체 가격 폭등이 최고 호재: 없어서 못판다 ★ 삼성전자: 올해 영업이익 370조원 전망(신한증권): 전년대비 750% 폭증 ★ 엄청난 실적 폭증으로, 주가도 폭등 하는게 맞음: 저평가인 지금 과감한 매수가 최 상책 ★ 정규 배당 4번+연말 특별배당 1.5만원도 호재!"
DM-003271,268,디시 본문,해외주식갤,,,,최근 1달은 예측이 쉬운 장이었는데 지금은 펀더멘탈/매크로랑 유동성이 싸우고 있는 장세임 내가 안 좋아하는 장세야 오를 수도 있지만 내리기 시작하면 진짜 밑도 끝도 없이 내릴 수 있는 장세 그런 와중에 만약 터지면 감당이 불가능한 대형 이벤트가 2개나 있음 하나는 더 이상 트럼프가 못 참는 거고 또 하나는 러시아 총동원령 둘 다 가능성을 무시할 수 없을 정도로는 있음 실버나 골드가 8% 이상 폭락하는 일이 생기면 그때부터 다시 사야지
DM-001923,268,토론방 댓글,에코프로비엠,,,,"돈 빼 돌리기 , 제일  쉬운 방법은, 신 사업을 합네 하고, 정보를 흘리면서, 돈을 뒤로, 빼내지, 제일 쉬운 밥법중에 하나 야....예를 들면, 화장품 회사 인수한다거나, 인도네시아서 광물 단지를, 산다는 것 등....ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ"
DM-001476,268,토론방 본문,현대차,,,,현대차  지금은 무조건 단타로 가야된다 8시에 팔고 떨어지면 다시 매수 가만히 있으면 남 좋은일 시킨다
DM-004856,268,유튜브 댓글,슈카월드,,,,기업 실적이고 뭐고 지금 전세계 투자비중이랑 신용률을보면 결국 누군가는 팔아야하는 시간이 다가왔고 그거는 기업 재무와는 상관없이 투자자들의 치킨게임이 시작되는것뿐임
DM-001198,268,토론방 댓글,SK하이닉스,,,,처물리셨나봐요ㅋㅋㅋㅋ 매수는 지가 해 놓고 남 탓은ㅋㅋㅋㅋㅋ 우리나라에 초등학교 야간이 있나?ㅋㅋㅋㅋㅋㅋㅋ
DM-004814,268,유튜브 댓글,슈카월드,,,,@211st4  쟤네 입안에 들어갔다고 위속으로 떨어질때까지 가만있을 순 없잖아요.. 최대한 입밖으로 나가려고 발악해봐야죠.
DM-003875,268,유튜브 댓글,삼프로TV,,,,삼프로 애내들 하나증권에서 돈 받고 같이 방송하는 같은데.. 도움이 아니라 완전 반대로 얘기하는 수준 삼프로 수준이 저질 수준임 6월 초에 삼전닉스 팔아야 한다고 숨은 고수들이 얘기 할 때   삼프로 에서는 계속 사라고 한 것이 팩트임!!!
DM-001359,268,토론방 본문,LG에너지솔루션,,,,5만에 매수대기중요 하안가 박아주세연~
DM-001050,268,토론방 본문,삼성전자,,,,미장도 미장뉴스도 절대 속지 마세요!!! 개인들이 사면 그냥 익절이 아니라 확 빼버립니다. 공포에 또 개인들 손절하면 그때 사구요!! 레버리지를 빨리 없앴으면 좋겠는데!!!
DM-000208,268,토론방 제목,LG에너지솔루션,,,,단일 종목 ETF 손보면 이것도 매수세 들어온다
